ANYO_ACADEMICO;COD_EOI;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_NIVEL;DESC_NIVEL;CURSO;IDIOMA;NUM_GRUPOS;NUM_ALUMNOS
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;A2;NIVEL BÁSICO;2;ITALIANO;2;29
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;1;ALEMÁN;1;29
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;1;FRANCÉS;2;51
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;1;INGLÉS;12;354
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;1;ITALIANO;1;21
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;1;VALENCIANO;1;22
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;2;ALEMÁN;1;15
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;2;FRANCÉS;1;20
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;2;INGLÉS;9;198
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;1;FRANCÉS;1;24
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;1;INGLÉS;6;190
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;1;ITALIANO;1;16
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;1;VALENCIANO;1;37
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;2;FRANCÉS;1;16
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;2;INGLÉS;5;134
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;2;ITALIANO;1;17
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C1;NIVEL AVANZADO;1;INGLÉS;7;191
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C1;NIVEL AVANZADO;1;VALENCIANO;2;51
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C1;NIVEL AVANZADO;2;INGLÉS;4;86
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C2;NIVEL AVANZADO;1;INGLÉS;1;29
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C2;NIVEL AVANZADO;1;VALENCIANO;2;52
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C2;NIVEL AVANZADO;2;INGLÉS;1;21
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C2;NIVEL AVANZADO;2;VALENCIANO;1;13
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;ALEMÁN;1;6
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;FRANCÉS;2;4
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;INGLÉS;7;56
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;COMPLEMENTARIO TIPO B;SIN DEFINIR;B;INGLÉS;2;13
2021;46027127;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;COMPLEMENTARIO TIPO B;SIN DEFINIR;B;ITALIANO;1;2
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;A2;NIVEL BÁSICO;1;ALEMÁN;3;35
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;A2;NIVEL BÁSICO;1;FRANCÉS;4;39
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;A2;NIVEL BÁSICO;1;INGLÉS;5;101
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;A2;NIVEL BÁSICO;2;ALEMÁN;2;23
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;A2;NIVEL BÁSICO;2;FRANCÉS;4;24
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;A2;NIVEL BÁSICO;2;INGLÉS;4;73
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B1;NIVEL INTERMEDIO;1;ALEMÁN;2;15
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B1;NIVEL INTERMEDIO;1;FRANCÉS;2;31
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B1;NIVEL INTERMEDIO;1;INGLÉS;10;214
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B1;NIVEL INTERMEDIO;2;ALEMÁN;2;13
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B1;NIVEL INTERMEDIO;2;FRANCÉS;2;17
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B1;NIVEL INTERMEDIO;2;INGLÉS;8;190
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B2;NIVEL INTERMEDIO;1;ALEMÁN;1;6
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B2;NIVEL INTERMEDIO;1;FRANCÉS;1;8
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B2;NIVEL INTERMEDIO;1;INGLÉS;8;157
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B2;NIVEL INTERMEDIO;2;ALEMÁN;1;11
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B2;NIVEL INTERMEDIO;2;FRANCÉS;1;14
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;B2;NIVEL INTERMEDIO;2;INGLÉS;8;160
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;C1;NIVEL AVANZADO;1;INGLÉS;7;122
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;C1;NIVEL AVANZADO;1;VALENCIANO;6;122
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;C1;NIVEL AVANZADO;2;INGLÉS;4;80
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;C2;NIVEL AVANZADO;1;INGLÉS;2;19
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;C2;NIVEL AVANZADO;1;VALENCIANO;2;31
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;C2;NIVEL AVANZADO;2;INGLÉS;2;16
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;C2;NIVEL AVANZADO;2;VALENCIANO;2;35
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;ALEMÁN;2;7
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;FRANCÉS;1;6
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;INGLÉS;6;61
2021;46028661;46;VALENCIA/VALÈNCIA;46145;XÀTIVA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;VALENCIANO;1;1
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;A2;NIVEL BÁSICO;1;ALEMÁN;2;28
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;A2;NIVEL BÁSICO;1;ESPAÑOL COMO LENGUA EXTRANJERA;1;18
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;A2;NIVEL BÁSICO;1;FRANCÉS;3;56
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;A2;NIVEL BÁSICO;1;INGLÉS;4;90
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;A2;NIVEL BÁSICO;2;ALEMÁN;2;6
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;A2;NIVEL BÁSICO;2;ESPAÑOL COMO LENGUA EXTRANJERA;1;16
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;A2;NIVEL BÁSICO;2;FRANCÉS;2;29
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;A2;NIVEL BÁSICO;2;INGLÉS;4;70
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B1;NIVEL INTERMEDIO;1;ALEMÁN;1;14
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B1;NIVEL INTERMEDIO;1;FRANCÉS;3;30
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B1;NIVEL INTERMEDIO;1;INGLÉS;8;174
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B1;NIVEL INTERMEDIO;1;VALENCIANO;1;12
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B1;NIVEL INTERMEDIO;2;ALEMÁN;1;9
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B1;NIVEL INTERMEDIO;2;FRANCÉS;1;9
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B1;NIVEL INTERMEDIO;2;INGLÉS;6;162
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B2;NIVEL INTERMEDIO;1;ALEMÁN;1;11
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B2;NIVEL INTERMEDIO;1;FRANCÉS;1;15
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B2;NIVEL INTERMEDIO;1;INGLÉS;6;128
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B2;NIVEL INTERMEDIO;1;VALENCIANO;1;21
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B2;NIVEL INTERMEDIO;2;ALEMÁN;1;4
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B2;NIVEL INTERMEDIO;2;FRANCÉS;1;4
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;B2;NIVEL INTERMEDIO;2;INGLÉS;6;114
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;C1;NIVEL AVANZADO;1;FRANCÉS;1;13
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;C1;NIVEL AVANZADO;1;INGLÉS;5;111
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;C1;NIVEL AVANZADO;1;VALENCIANO;2;32
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;C1;NIVEL AVANZADO;2;FRANCÉS;1;4
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;C1;NIVEL AVANZADO;2;INGLÉS;4;46
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;C2;NIVEL AVANZADO;1;VALENCIANO;1;22
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;C2;NIVEL AVANZADO;2;VALENCIANO;1;10
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;INGLÉS;2;23
2021;46031313;46;VALENCIA/VALÈNCIA;46147;LLÍRIA;COMPLEMENTARIO TIPO B;SIN DEFINIR;B;INGLÉS;1;9
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;A2;NIVEL BÁSICO;1;ALEMÁN;2;42
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;A2;NIVEL BÁSICO;1;FRANCÉS;2;49
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;A2;NIVEL BÁSICO;1;INGLÉS;4;110
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;A2;NIVEL BÁSICO;1;ITALIANO;2;46
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;A2;NIVEL BÁSICO;1;VALENCIANO;1;28
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;A2;NIVEL BÁSICO;2;ALEMÁN;1;16
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;A2;NIVEL BÁSICO;2;FRANCÉS;1;18
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;A2;NIVEL BÁSICO;2;INGLÉS;4;111
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;A2;NIVEL BÁSICO;2;ITALIANO;2;17
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B1;NIVEL INTERMEDIO;1;ALEMÁN;1;11
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B1;NIVEL INTERMEDIO;1;FRANCÉS;1;25
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B1;NIVEL INTERMEDIO;1;INGLÉS;7;200
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B1;NIVEL INTERMEDIO;1;ITALIANO;1;27
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B1;NIVEL INTERMEDIO;1;VALENCIANO;1;13
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B1;NIVEL INTERMEDIO;2;ALEMÁN;1;7
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B1;NIVEL INTERMEDIO;2;FRANCÉS;2;13
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B1;NIVEL INTERMEDIO;2;INGLÉS;7;146
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B2;NIVEL INTERMEDIO;1;FRANCÉS;1;10
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B2;NIVEL INTERMEDIO;1;INGLÉS;7;172
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B2;NIVEL INTERMEDIO;1;VALENCIANO;2;33
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B2;NIVEL INTERMEDIO;2;FRANCÉS;1;11
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;B2;NIVEL INTERMEDIO;2;INGLÉS;7;109
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;C1;NIVEL AVANZADO;1;INGLÉS;4;59
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;C1;NIVEL AVANZADO;1;VALENCIANO;1;21
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;C1;NIVEL AVANZADO;2;INGLÉS;1;22
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;C2;NIVEL AVANZADO;1;VALENCIANO;1;22
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;C2;NIVEL AVANZADO;2;VALENCIANO;2;16
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;INGLÉS;2;20
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;COMPLEMENTARIO TIPO B;SIN DEFINIR;B;FRANCÉS;3;13
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;COMPLEMENTARIO TIPO B;SIN DEFINIR;B;ITALIANO;1;7
2021;46031337;46;VALENCIA/VALÈNCIA;46244;TORRENT;COMPLEMENTARIO TIPO B;SIN DEFINIR;B;VALENCIANO;1;2
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;A2;NIVEL BÁSICO;1;ALEMÁN;2;33
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;A2;NIVEL BÁSICO;1;FRANCÉS;5;79
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;A2;NIVEL BÁSICO;1;INGLÉS;10;181
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;A2;NIVEL BÁSICO;1;VALENCIANO;1;33
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;A2;NIVEL BÁSICO;2;ALEMÁN;1;5
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;A2;NIVEL BÁSICO;2;FRANCÉS;2;32
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;A2;NIVEL BÁSICO;2;INGLÉS;6;143
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;1;ALEMÁN;1;11
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;1;FRANCÉS;3;44
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;1;INGLÉS;11;274
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;1;VALENCIANO;1;21
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;2;ALEMÁN;1;17
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;2;FRANCÉS;1;15
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B1;NIVEL INTERMEDIO;2;INGLÉS;10;173
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;1;ALEMÁN;1;7
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;1;FRANCÉS;1;27
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;1;INGLÉS;10;214
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;1;VALENCIANO;2;59
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;B2;NIVEL INTERMEDIO;2;INGLÉS;7;182
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C1;NIVEL AVANZADO;1;INGLÉS;13;237
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C1;NIVEL AVANZADO;1;VALENCIANO;1;29
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C1;NIVEL AVANZADO;2;INGLÉS;9;141
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C2;NIVEL AVANZADO;1;INGLÉS;2;44
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C2;NIVEL AVANZADO;1;VALENCIANO;1;26
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;C2;NIVEL AVANZADO;2;VALENCIANO;1;15
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;FRANCÉS;1;4
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;INGLÉS;11;81
2021;46036414;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;VALENCIANO;1;2
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;A2;NIVEL BÁSICO;1;ALEMÁN;2;27
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;A2;NIVEL BÁSICO;1;FRANCÉS;2;49
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;A2;NIVEL BÁSICO;1;INGLÉS;4;109
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;A2;NIVEL BÁSICO;1;ITALIANO;2;50
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;A2;NIVEL BÁSICO;2;ALEMÁN;1;21
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;A2;NIVEL BÁSICO;2;FRANCÉS;2;32
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;A2;NIVEL BÁSICO;2;INGLÉS;3;80
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;A2;NIVEL BÁSICO;2;ITALIANO;1;18
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;B1;NIVEL INTERMEDIO;1;ALEMÁN;1;16
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;B1;NIVEL INTERMEDIO;1;FRANCÉS;1;28
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;B1;NIVEL INTERMEDIO;1;INGLÉS;7;194
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;B1;NIVEL INTERMEDIO;1;ITALIANO;1;18
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;B1;NIVEL INTERMEDIO;2;ALEMÁN;1;14
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;B1;NIVEL INTERMEDIO;2;FRANCÉS;1;14
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;B1;NIVEL INTERMEDIO;2;INGLÉS;4;110
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;B2;NIVEL INTERMEDIO;1;INGLÉS;4;85
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;B2;NIVEL INTERMEDIO;2;INGLÉS;4;108
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;C1;NIVEL AVANZADO;1;INGLÉS;3;72
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;C1;NIVEL AVANZADO;1;VALENCIANO;2;36
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;C1;NIVEL AVANZADO;2;INGLÉS;2;43
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;C2;NIVEL AVANZADO;1;VALENCIANO;1;22
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;C2;NIVEL AVANZADO;2;VALENCIANO;1;8
2021;46036426;46;VALENCIA/VALÈNCIA;46190;PATERNA;COMPLEMENTARIO TIPO A;SIN DEFINIR;A;INGLÉS;4;54
